season,estaca,nido_id,ambiente,huevo,pichon,fecha_puesta,fecha_walkout
s15-16,13,3,cueva,2,2,1/11/2015,17/12/2015
s15-16,13,4,cueva,2,0,1/11/2015,17/12/2015
s15-16,13,5,cueva,1,0,1/11/2015,17/12/2015
s15-16,13,6,cueva,2,0,1/11/2015,17/12/2015
s15-16,13,7,cueva,2,0,1/11/2015,17/12/2015
s15-16,13,8,cueva,2,2,1/11/2015,17/12/2015
s15-16,13,9,cueva,2,2,1/11/2015,17/12/2015
s15-16,13,10,mata,2,2,1/11/2015,17/12/2015
s15-16,18,1,cueva,1,0,1/11/2015,17/12/2015
s15-16,18,2,mata,2,2,1/11/2015,17/12/2015
s15-16,18,3,mata,2,2,1/11/2015,17/12/2015
s15-16,18,4,mata,2,0,1/11/2015,17/12/2015
s15-16,18,5,mata,2,2,1/11/2015,17/12/2015
s15-16,18,6,mata,2,2,1/11/2015,17/12/2015
s15-16,18,7,mata,2,0,1/11/2015,17/12/2015
s15-16,18,8,mata,2,0,1/11/2015,17/12/2015
s15-16,18,9,mata,2,2,1/11/2015,17/12/2015
s15-16,18,10,mata,2,1,1/11/2015,17/12/2015
s15-16,26,1,mata,2,2,1/11/2015,17/12/2015
s15-16,26,2,mata,2,2,1/11/2015,17/12/2015
s15-16,26,3,mata,2,2,1/11/2015,17/12/2015
s15-16,26,4,mata,2,2,1/11/2015,17/12/2015
s15-16,26,5,mata,2,1,1/11/2015,17/12/2015
s15-16,26,6,mata,2,0,1/11/2015,17/12/2015
s15-16,26,7,mata,2,0,1/11/2015,17/12/2015
s15-16,26,8,mata,2,2,1/11/2015,17/12/2015
s15-16,26,9,mata,2,2,1/11/2015,17/12/2015
s15-16,26,10,mata,2,2,1/11/2015,17/12/2015
s15-16,27,1,mata,2,2,1/11/2015,17/12/2015
s15-16,27,2,mata,2,2,1/11/2015,17/12/2015
s15-16,27,3,mata,2,2,1/11/2015,17/12/2015
s15-16,27,4,mata,2,2,1/11/2015,17/12/2015
s15-16,27,5,mata,2,0,1/11/2015,17/12/2015
s15-16,27,6,mata,2,2,1/11/2015,17/12/2015
s15-16,27,7,mata,2,0,1/11/2015,17/12/2015
s15-16,27,8,mata,2,1,1/11/2015,17/12/2015
s15-16,27,9,mata,2,0,1/11/2015,17/12/2015
s15-16,34,1,mata,2,2,1/11/2015,17/12/2015
s15-16,34,2,mata,1,0,1/11/2015,17/12/2015
s15-16,34,3,mata,2,0,1/11/2015,17/12/2015
s15-16,34,4,mata,2,2,1/11/2015,17/12/2015
s15-16,34,5,cueva,2,1,1/11/2015,17/12/2015
s15-16,34,6,cueva,2,0,1/11/2015,17/12/2015
s15-16,34,7,cueva,2,2,1/11/2015,17/12/2015
s15-16,34,8,cueva,2,2,1/11/2015,17/12/2015
s15-16,34,9,cueva,2,2,1/11/2015,17/12/2015
s15-16,37,1,mata,2,2,1/11/2015,17/12/2015
s15-16,37,2,mata,2,0,1/11/2015,17/12/2015
s15-16,37,3,mata,2,2,1/11/2015,17/12/2015
s15-16,37,4,mata,2,0,1/11/2015,17/12/2015
s15-16,37,5,mata,2,2,1/11/2015,17/12/2015
s15-16,37,6,cueva,2,1,1/11/2015,17/12/2015
s15-16,37,7,cueva,2,2,1/11/2015,17/12/2015
s15-16,37,9,cueva,2,2,1/11/2015,17/12/2015
s15-16,41,1,mata,2,1,1/11/2015,17/12/2015
s15-16,41,2,mata,2,0,1/11/2015,17/12/2015
s15-16,41,3,mata,2,0,1/11/2015,17/12/2015
s15-16,41,4,cueva,2,0,1/11/2015,17/12/2015
s15-16,41,5,cueva,2,2,1/11/2015,17/12/2015
s15-16,41,6,cueva,2,0,1/11/2015,17/12/2015
s15-16,41,7,mata,2,0,1/11/2015,17/12/2015
s15-16,41,8,mata,1,0,1/11/2015,17/12/2015
s15-16,41,9,mata,2,2,1/11/2015,17/12/2015
s15-16,41,10,cueva,2,0,1/11/2015,17/12/2015
s16-17,3,1,cueva,2,2,4/11/2016,20/12/2016
s16-17,3,2,mata,2,0,4/11/2016,20/12/2016
s16-17,3,3,mata,2,0,4/11/2016,20/12/2016
s16-17,3,4,cueva,2,1,4/11/2016,20/12/2016
s16-17,3,5,cueva,2,1,4/11/2016,20/12/2016
s16-17,3,6,mata,2,0,4/11/2016,20/12/2016
s16-17,3,7,mata,2,2,4/11/2016,20/12/2016
s16-17,3,8,mata,2,1,4/11/2016,20/12/2016
s16-17,3,9,mata,2,0,4/11/2016,20/12/2016
s16-17,3,10,mata,2,0,4/11/2016,20/12/2016
s16-17,7,1,mata,2,2,4/11/2016,20/12/2016
s16-17,7,2,mata,2,0,4/11/2016,20/12/2016
s16-17,7,3,mata,2,0,4/11/2016,20/12/2016
s16-17,7,4,mata,2,0,4/11/2016,20/12/2016
s16-17,7,5,mata,2,1,4/11/2016,20/12/2016
s16-17,7,6,mata,2,2,4/11/2016,20/12/2016
s16-17,7,7,mata,2,2,4/11/2016,20/12/2016
s16-17,7,8,mata,1,1,4/11/2016,20/12/2016
s16-17,7,9,mata,2,1,4/11/2016,20/12/2016
s16-17,7,10,mata,2,2,4/11/2016,20/12/2016
s16-17,9,1,mata,2,0,4/11/2016,20/12/2016
s16-17,9,2,mata,2,2,4/11/2016,20/12/2016
s16-17,9,3,mata,2,1,4/11/2016,20/12/2016
s16-17,9,4,mata,2,2,4/11/2016,20/12/2016
s16-17,9,5,mata,2,2,4/11/2016,20/12/2016
s16-17,9,6,mata,2,2,4/11/2016,20/12/2016
s16-17,9,7,mata,2,2,4/11/2016,20/12/2016
s16-17,9,8,mata,2,0,4/11/2016,20/12/2016
s16-17,9,9,mata,2,2,4/11/2016,20/12/2016
s16-17,9,10,mata,2,1,4/11/2016,20/12/2016
s16-17,13,1,cueva,2,0,11/11/2016,20/12/2016
s16-17,13,2,cueva,2,1,11/11/2016,20/12/2016
s16-17,13,3,cueva,2,0,11/11/2016,20/12/2016
s16-17,13,4,cueva,2,2,11/11/2016,20/12/2016
s16-17,13,5,cueva,2,1,11/11/2016,20/12/2016
s16-17,13,6,cueva,2,1,11/11/2016,20/12/2016
s16-17,13,7,cueva,2,2,11/11/2016,20/12/2016
s16-17,13,8,cueva,2,0,11/11/2016,20/12/2016
s16-17,13,9,cueva,2,0,11/11/2016,20/12/2016
s16-17,13,10,cueva,2,2,11/11/2016,20/12/2016
s16-17,18,1,cueva,2,1,4/11/2016,20/12/2016
s16-17,18,2,mata,2,0,4/11/2016,20/12/2016
s16-17,18,3,mata,2,2,4/11/2016,20/12/2016
s16-17,18,4,mata,2,2,4/11/2016,20/12/2016
s16-17,18,5,mata,2,0,4/11/2016,20/12/2016
s16-17,18,6,mata,2,2,4/11/2016,20/12/2016
s16-17,18,7,mata,2,0,4/11/2016,20/12/2016
s16-17,18,8,mata,2,1,4/11/2016,20/12/2016
s16-17,18,9,mata,2,1,4/11/2016,20/12/2016
s16-17,18,10,mata,2,0,4/11/2016,20/12/2016
s16-17,26,1,mata,2,2,4/11/2016,20/12/2016
s16-17,26,2,mata,2,2,4/11/2016,20/12/2016
s16-17,26,3,mata,2,1,4/11/2016,20/12/2016
s16-17,26,4,mata,2,2,4/11/2016,20/12/2016
s16-17,26,5,mata,2,2,4/11/2016,20/12/2016
s16-17,26,6,cueva,2,2,4/11/2016,20/12/2016
s16-17,26,7,mata,2,2,4/11/2016,20/12/2016
s16-17,26,8,mata,2,0,4/11/2016,20/12/2016
s16-17,26,9,mata,2,2,4/11/2016,20/12/2016
s16-17,26,10,mata,2,2,4/11/2016,20/12/2016
s16-17,27,1,mata,2,0,4/11/2016,20/12/2016
s16-17,27,2,mata,2,2,4/11/2016,20/12/2016
s16-17,27,3,mata,2,2,4/11/2016,20/12/2016
s16-17,27,4,mata,2,0,4/11/2016,20/12/2016
s16-17,27,5,mata,2,2,4/11/2016,20/12/2016
s16-17,27,6,mata,2,1,4/11/2016,20/12/2016
s16-17,27,7,mata,2,0,4/11/2016,20/12/2016
s16-17,27,8,mata,2,1,4/11/2016,20/12/2016
s16-17,27,9,mata,2,0,4/11/2016,20/12/2016
s16-17,27,10,mata,2,2,4/11/2016,20/12/2016
s16-17,34,1,cueva,2,1,4/11/2016,20/12/2016
s16-17,34,2,cueva,2,2,4/11/2016,20/12/2016
s16-17,34,3,cueva,2,1,4/11/2016,20/12/2016
s16-17,34,4,cueva,2,2,4/11/2016,20/12/2016
s16-17,34,5,mata,2,0,4/11/2016,20/12/2016
s16-17,34,6,mata,2,0,4/11/2016,20/12/2016
s16-17,34,7,mata,2,0,4/11/2016,20/12/2016
s16-17,34,8,mata,2,1,4/11/2016,20/12/2016
s16-17,34,9,mata,2,0,4/11/2016,20/12/2016
s16-17,34,10,mata,2,2,4/11/2016,20/12/2016
s16-17,37,1,mata,2,0,4/11/2016,20/12/2016
s16-17,37,2,mata,2,0,4/11/2016,20/12/2016
s16-17,37,3,mata,2,2,4/11/2016,20/12/2016
s16-17,37,4,cueva,2,1,4/11/2016,20/12/2016
s16-17,37,5,mata,2,2,4/11/2016,20/12/2016
s16-17,37,6,cueva,2,2,4/11/2016,20/12/2016
s16-17,37,7,cueva,2,1,4/11/2016,20/12/2016
s16-17,37,8,mata,2,1,4/11/2016,20/12/2016
s16-17,37,9,mata,2,0,4/11/2016,20/12/2016
s16-17,37,10,mata,2,0,4/11/2016,20/12/2016
s16-17,41,1,cueva,1,1,4/11/2016,20/12/2016
s16-17,41,2,cueva,2,1,4/11/2016,20/12/2016
s16-17,41,3,mata,1,0,4/11/2016,20/12/2016
s16-17,41,4,mata,2,0,4/11/2016,20/12/2016
s16-17,41,5,mata,2,0,4/11/2016,20/12/2016
s16-17,41,6,mata,2,1,4/11/2016,20/12/2016
s16-17,41,7,mata,2,0,4/11/2016,20/12/2016
s16-17,41,8,mata,2,1,4/11/2016,20/12/2016
s16-17,41,9,mata,2,0,4/11/2016,20/12/2016
s16-17,41,10,mata,2,1,4/11/2016,20/12/2016
s17-18,3,1,mata,2,2,20/11/2017,25/12/2017
s17-18,3,2,mata,2,2,20/11/2017,25/12/2017
s17-18,3,3,mata,2,1,20/11/2017,25/12/2017
s17-18,3,4,mata,2,0,20/11/2017,25/12/2017
s17-18,3,5,cueva,2,2,20/11/2017,25/12/2017
s17-18,3,6,cueva,2,2,20/11/2017,25/12/2017
s17-18,3,7,cueva,2,1,20/11/2017,25/12/2017
s17-18,3,8,mata,2,0,20/11/2017,25/12/2017
s17-18,3,9,cueva,2,0,20/11/2017,25/12/2017
s17-18,3,10,cueva,2,2,20/11/2017,25/12/2017
s17-18,7,1,mata,2,1,20/11/2017,25/12/2017
s17-18,7,2,mata,2,2,20/11/2017,25/12/2017
s17-18,7,3,mata,2,2,20/11/2017,25/12/2017
s17-18,7,4,mata,2,0,20/11/2017,25/12/2017
s17-18,7,5,mata,2,2,20/11/2017,25/12/2017
s17-18,7,6,cueva,2,0,20/11/2017,25/12/2017
s17-18,7,7,mata,2,2,20/11/2017,25/12/2017
s17-18,7,8,mata,2,2,20/11/2017,25/12/2017
s17-18,7,9,mata,2,2,20/11/2017,25/12/2017
s17-18,7,10,mata,2,2,20/11/2017,25/12/2017
s17-18,9,1,mata,2,2,20/11/2017,25/12/2017
s17-18,9,2,mata,2,1,20/11/2017,25/12/2017
s17-18,9,3,mata,2,2,20/11/2017,25/12/2017
s17-18,9,4,mata,2,1,20/11/2017,25/12/2017
s17-18,9,5,mata,2,2,20/11/2017,25/12/2017
s17-18,9,6,mata,2,2,20/11/2017,25/12/2017
s17-18,9,7,mata,2,2,20/11/2017,25/12/2017
s17-18,9,8,mata,2,2,20/11/2017,25/12/2017
s17-18,9,9,mata,2,1,20/11/2017,25/12/2017
s17-18,9,10,mata,2,0,20/11/2017,25/12/2017
s17-18,13,1,mata,2,1,20/11/2017,25/12/2017
s17-18,13,2,cueva,2,2,20/11/2017,25/12/2017
s17-18,13,3,cueva,2,1,20/11/2017,25/12/2017
s17-18,13,4,cueva,2,2,20/11/2017,25/12/2017
s17-18,13,5,cueva,2,0,20/11/2017,25/12/2017
s17-18,13,6,cueva,2,0,20/11/2017,25/12/2017
s17-18,13,7,cueva,2,1,20/11/2017,25/12/2017
s17-18,13,8,cueva,2,1,20/11/2017,25/12/2017
s17-18,13,9,cueva,2,0,20/11/2017,25/12/2017
s17-18,13,10,cueva,2,2,20/11/2017,25/12/2017
s17-18,18,1,mata,2,0,20/11/2017,25/12/2017
s17-18,18,2,mata,2,2,20/11/2017,25/12/2017
s17-18,18,3,mata,2,0,20/11/2017,25/12/2017
s17-18,18,4,mata,2,0,20/11/2017,25/12/2017
s17-18,18,5,cueva,2,0,20/11/2017,25/12/2017
s17-18,18,6,mata,2,1,20/11/2017,25/12/2017
s17-18,18,7,mata,2,1,20/11/2017,25/12/2017
s17-18,18,8,mata,2,0,20/11/2017,25/12/2017
s17-18,18,9,mata,2,0,20/11/2017,25/12/2017
s17-18,18,10,mata,2,1,20/11/2017,25/12/2017
s17-18,26,1,mata,2,0,20/11/2017,25/12/2017
s17-18,26,2,mata,2,0,20/11/2017,25/12/2017
s17-18,26,3,mata,2,1,20/11/2017,25/12/2017
s17-18,26,4,mata,2,2,20/11/2017,25/12/2017
s17-18,26,5,mata,2,2,20/11/2017,25/12/2017
s17-18,26,6,mata,2,0,20/11/2017,25/12/2017
s17-18,26,7,mata,2,1,20/11/2017,25/12/2017
s17-18,26,8,mata,2,2,20/11/2017,25/12/2017
s17-18,26,9,mata,2,0,20/11/2017,25/12/2017
s17-18,26,10,mata,2,2,20/11/2017,25/12/2017
s17-18,27,1,mata,2,1,20/11/2017,25/12/2017
s17-18,27,2,mata,2,2,20/11/2017,25/12/2017
s17-18,27,3,mata,2,0,20/11/2017,25/12/2017
s17-18,27,4,mata,2,1,20/11/2017,25/12/2017
s17-18,27,5,mata,2,0,20/11/2017,25/12/2017
s17-18,27,6,mata,2,1,20/11/2017,25/12/2017
s17-18,27,7,mata,2,0,20/11/2017,25/12/2017
s17-18,27,8,mata,2,2,20/11/2017,25/12/2017
s17-18,27,9,mata,2,2,20/11/2017,25/12/2017
s17-18,27,10,cueva,2,0,20/11/2017,25/12/2017
s17-18,34,1,mata,2,1,20/11/2017,25/12/2017
s17-18,34,2,cueva,2,0,20/11/2017,25/12/2017
s17-18,34,3,cueva,2,0,20/11/2017,25/12/2017
s17-18,34,4,cueva,2,2,20/11/2017,25/12/2017
s17-18,34,5,cueva,2,2,20/11/2017,25/12/2017
s17-18,34,6,cueva,2,2,20/11/2017,25/12/2017
s17-18,34,7,mata,2,1,20/11/2017,25/12/2017
s17-18,34,8,mata,2,1,20/11/2017,25/12/2017
s17-18,34,9,mata,2,2,20/11/2017,25/12/2017
s17-18,34,10,mata,2,0,20/11/2017,25/12/2017
s17-18,37,1,cueva,2,1,20/11/2017,25/12/2017
s17-18,37,2,mata,2,1,20/11/2017,25/12/2017
s17-18,37,3,mata,2,2,20/11/2017,25/12/2017
s17-18,37,4,mata,2,2,20/11/2017,25/12/2017
s17-18,37,5,cueva,2,0,20/11/2017,25/12/2017
s17-18,37,6,mata,2,0,20/11/2017,25/12/2017
s17-18,37,7,mata,2,0,20/11/2017,25/12/2017
s17-18,37,8,mata,2,1,20/11/2017,25/12/2017
s17-18,37,9,mata,2,1,20/11/2017,25/12/2017
s17-18,37,10,mata,2,2,20/11/2017,25/12/2017
s17-18,41,1,cueva,2,0,20/11/2017,25/12/2017
s17-18,41,2,mata,2,0,20/11/2017,25/12/2017
s17-18,41,3,mata,2,2,20/11/2017,25/12/2017
s17-18,41,4,mata,2,0,20/11/2017,25/12/2017
s17-18,41,5,mata,2,2,20/11/2017,25/12/2017
s17-18,41,6,mata,2,2,20/11/2017,25/12/2017
s17-18,41,7,mata,2,2,20/11/2017,25/12/2017
s17-18,41,8,mata,2,2,20/11/2017,25/12/2017
s17-18,41,9,mata,2,2,20/11/2017,25/12/2017
s17-18,41,10,mata,1,1,20/11/2017,25/12/2017
s18-19,3,1,cueva,2,1,14/11/2018,27/12/2018
s18-19,3,2,cueva,2,2,14/11/2018,27/12/2018
s18-19,3,3,cueva,2,2,14/11/2018,27/12/2018
s18-19,3,4,cueva,2,1,14/11/2018,27/12/2018
s18-19,3,5,cueva,2,1,14/11/2018,27/12/2018
s18-19,3,6,mata,2,0,14/11/2018,27/12/2018
s18-19,3,7,,2,1,14/11/2018,27/12/2018
s18-19,3,8,,2,1,14/11/2018,27/12/2018
s18-19,3,9,,2,2,14/11/2018,27/12/2018
s18-19,3,10,,2,2,14/11/2018,27/12/2018
s18-19,7,1,cueva,2,1,14/11/2018,27/12/2018
s18-19,7,2,mata,2,2,14/11/2018,27/12/2018
s18-19,7,3,mata,2,2,14/11/2018,27/12/2018
s18-19,7,4,mata,2,2,14/11/2018,27/12/2018
s18-19,7,5,mata,2,2,14/11/2018,27/12/2018
s18-19,7,6,cueva,2,2,14/11/2018,27/12/2018
s18-19,7,7,mata,2,2,14/11/2018,27/12/2018
s18-19,7,8,mata,2,2,14/11/2018,27/12/2018
s18-19,7,9,,2,1,14/11/2018,27/12/2018
s18-19,7,10,cueva,2,2,14/11/2018,27/12/2018
s18-19,9,1,,2,2,14/11/2018,27/12/2018
s18-19,9,2,,2,2,14/11/2018,27/12/2018
s18-19,9,3,,2,2,14/11/2018,27/12/2018
s18-19,9,4,,2,2,14/11/2018,27/12/2018
s18-19,9,5,,2,2,14/11/2018,27/12/2018
s18-19,9,6,,2,2,14/11/2018,27/12/2018
s18-19,9,7,,2,0,14/11/2018,27/12/2018
s18-19,9,8,,2,1,14/11/2018,27/12/2018
s18-19,9,9,,2,2,14/11/2018,27/12/2018
s18-19,9,10,,2,1,14/11/2018,27/12/2018
s18-19,13,1,,2,2,14/11/2018,27/12/2018
s18-19,13,2,,2,1,14/11/2018,27/12/2018
s18-19,13,3,,2,1,14/11/2018,27/12/2018
s18-19,13,4,,2,1,14/11/2018,27/12/2018
s18-19,13,5,,2,1,14/11/2018,27/12/2018
s18-19,13,6,,2,0,14/11/2018,27/12/2018
s18-19,13,7,,2,0,14/11/2018,27/12/2018
s18-19,13,8,,2,1,14/11/2018,27/12/2018
s18-19,13,9,,2,1,14/11/2018,27/12/2018
s18-19,13,10,,2,0,14/11/2018,27/12/2018
s18-19,18,1,,2,2,14/11/2018,27/12/2018
s18-19,18,2,,2,1,14/11/2018,27/12/2018
s18-19,18,3,,2,2,14/11/2018,27/12/2018
s18-19,18,4,,2,2,14/11/2018,27/12/2018
s18-19,18,5,,1,0,14/11/2018,27/12/2018
s18-19,18,6,,2,2,14/11/2018,27/12/2018
s18-19,18,7,,2,0,14/11/2018,27/12/2018
s18-19,18,8,cueva,2,2,14/11/2018,27/12/2018
s18-19,18,9,,2,0,14/11/2018,27/12/2018
s18-19,18,10,,2,0,14/11/2018,27/12/2018
s18-19,26,1,,2,2,14/11/2018,27/12/2018
s18-19,26,2,,2,0,14/11/2018,27/12/2018
s18-19,26,3,,2,2,14/11/2018,27/12/2018
s18-19,26,4,,2,2,14/11/2018,27/12/2018
s18-19,26,5,,2,2,14/11/2018,27/12/2018
s18-19,26,6,,2,2,14/11/2018,27/12/2018
s18-19,26,7,,2,2,14/11/2018,27/12/2018
s18-19,26,8,,2,1,14/11/2018,27/12/2018
s18-19,26,9,,2,2,14/11/2018,27/12/2018
s18-19,26,10,,2,0,14/11/2018,27/12/2018
s18-19,27,1,,2,2,14/11/2018,27/12/2018
s18-19,27,2,,2,2,14/11/2018,27/12/2018
s18-19,27,3,,2,2,14/11/2018,27/12/2018
s18-19,27,4,,2,2,14/11/2018,27/12/2018
s18-19,27,5,,2,1,14/11/2018,27/12/2018
s18-19,27,6,,2,2,14/11/2018,27/12/2018
s18-19,27,7,,2,2,14/11/2018,27/12/2018
s18-19,27,8,,2,1,14/11/2018,27/12/2018
s18-19,27,9,,2,2,14/11/2018,27/12/2018
s18-19,27,10,,2,2,14/11/2018,27/12/2018
s18-19,34,1,cueva,2,1,14/11/2018,27/12/2018
s18-19,34,3,cueva,2,1,14/11/2018,27/12/2018
s18-19,34,4,cueva,2,2,14/11/2018,27/12/2018
s18-19,34,5,cueva,2,0,14/11/2018,27/12/2018
s18-19,34,7,,2,2,14/11/2018,27/12/2018
s18-19,34,8,,2,2,14/11/2018,27/12/2018
s18-19,34,9,,2,1,14/11/2018,27/12/2018
s18-19,34,10,,2,2,14/11/2018,27/12/2018
s18-19,37,1,cueva,3,1,14/11/2018,27/12/2018
s18-19,37,2,cueva,2,0,14/11/2018,27/12/2018
s18-19,37,3,cueva,2,1,14/11/2018,27/12/2018
s18-19,37,4,,2,2,14/11/2018,27/12/2018
s18-19,37,5,,2,2,14/11/2018,27/12/2018
s18-19,37,6,,1,1,14/11/2018,27/12/2018
s18-19,37,7,,2,1,14/11/2018,27/12/2018
s18-19,37,8,,2,2,14/11/2018,27/12/2018
s18-19,37,9,,2,0,14/11/2018,27/12/2018
s18-19,37,10,,2,1,14/11/2018,27/12/2018
s18-19,41,2,,2,0,14/11/2018,27/12/2018
s18-19,41,3,,2,0,14/11/2018,27/12/2018
s18-19,41,4,,2,1,14/11/2018,27/12/2018
s18-19,41,5,,2,1,14/11/2018,27/12/2018
s18-19,41,6,,2,1,14/11/2018,27/12/2018
s18-19,41,7,,2,2,14/11/2018,27/12/2018
s18-19,41,8,,2,2,14/11/2018,27/12/2018
s18-19,41,9,,2,2,14/11/2018,27/12/2018
s19-20,3,1,cueva,2,2,2/11/2019,23/12/2019
s19-20,3,2,cueva,2,2,2/11/2019,23/12/2019
s19-20,3,3,cueva,2,0,2/11/2019,23/12/2019
s19-20,3,4,cueva,2,1,2/11/2019,23/12/2019
s19-20,3,5,mata,2,2,2/11/2019,23/12/2019
s19-20,3,6,mata,2,0,2/11/2019,23/12/2019
s19-20,3,7,mata,2,2,2/11/2019,23/12/2019
s19-20,3,8,mata,2,1,2/11/2019,23/12/2019
s19-20,3,9,mata,2,1,2/11/2019,23/12/2019
s19-20,3,10,mata,2,0,2/11/2019,23/12/2019
s19-20,7,1,cueva,2,2,2/11/2019,23/12/2019
s19-20,7,2,mata,2,2,2/11/2019,23/12/2019
s19-20,7,3,mata,2,0,2/11/2019,23/12/2019
s19-20,7,4,mata,2,2,2/11/2019,23/12/2019
s19-20,7,5,mata,2,0,2/11/2019,23/12/2019
s19-20,7,6,mata,2,1,2/11/2019,23/12/2019
s19-20,7,7,mata,2,0,2/11/2019,23/12/2019
s19-20,7,8,mata,2,0,2/11/2019,23/12/2019
s19-20,7,9,mata,2,2,2/11/2019,23/12/2019
s19-20,7,10,cueva,2,2,2/11/2019,23/12/2019
s19-20,9,1,mata,2,0,2/11/2019,23/12/2019
s19-20,9,2,mata,2,0,2/11/2019,23/12/2019
s19-20,9,3,mata,2,0,2/11/2019,23/12/2019
s19-20,9,4,mata,1,1,2/11/2019,23/12/2019
s19-20,9,5,mata,2,1,2/11/2019,23/12/2019
s19-20,9,6,mata,2,2,2/11/2019,23/12/2019
s19-20,9,7,mata,2,1,2/11/2019,23/12/2019
s19-20,9,8,mata,2,1,2/11/2019,23/12/2019
s19-20,9,9,mata,2,0,2/11/2019,23/12/2019
s19-20,9,10,mata,2,0,2/11/2019,23/12/2019
s19-20,13,1,cueva,2,1,2/11/2019,23/12/2019
s19-20,13,2,,2,0,2/11/2019,23/12/2019
s19-20,13,3,,2,0,2/11/2019,23/12/2019
s19-20,13,4,,2,0,2/11/2019,23/12/2019
s19-20,13,5,,2,2,2/11/2019,23/12/2019
s19-20,13,6,,2,2,2/11/2019,23/12/2019
s19-20,13,7,,2,1,2/11/2019,23/12/2019
s19-20,13,8,,2,2,2/11/2019,23/12/2019
s19-20,13,9,,2,2,2/11/2019,23/12/2019
s19-20,13,10,,2,1,2/11/2019,23/12/2019
s19-20,18,1,mata,2,1,2/11/2019,23/12/2019
s19-20,18,2,mata,2,0,2/11/2019,23/12/2019
s19-20,18,3,mata,2,0,2/11/2019,23/12/2019
s19-20,18,4,mata,2,2,2/11/2019,23/12/2019
s19-20,18,5,mata,2,0,2/11/2019,23/12/2019
s19-20,18,6,mata,2,0,2/11/2019,23/12/2019
s19-20,18,7,mata,2,0,2/11/2019,23/12/2019
s19-20,18,8,cueva,2,0,2/11/2019,23/12/2019
s19-20,18,9,mata,2,2,2/11/2019,23/12/2019
s19-20,18,10,mata,2,0,2/11/2019,23/12/2019
s19-20,26,1,mata,2,0,2/11/2019,23/12/2019
s19-20,26,2,mata,2,2,2/11/2019,23/12/2019
s19-20,26,3,mata,2,2,2/11/2019,23/12/2019
s19-20,26,4,mata,2,0,2/11/2019,23/12/2019
s19-20,26,5,mata,2,2,2/11/2019,23/12/2019
s19-20,26,6,cueva,2,0,2/11/2019,23/12/2019
s19-20,26,7,mata,2,1,2/11/2019,23/12/2019
s19-20,26,8,mata,2,1,2/11/2019,23/12/2019
s19-20,26,9,mata,2,0,2/11/2019,23/12/2019
s19-20,26,10,mata,2,2,2/11/2019,23/12/2019
s19-20,27,1,mata,2,2,2/11/2019,23/12/2019
s19-20,27,2,mata,2,0,2/11/2019,23/12/2019
s19-20,27,3,mata,2,1,2/11/2019,23/12/2019
s19-20,27,4,mata,2,2,2/11/2019,23/12/2019
s19-20,27,5,mata,2,1,2/11/2019,23/12/2019
s19-20,27,6,mata,2,0,2/11/2019,23/12/2019
s19-20,27,7,mata,2,2,2/11/2019,23/12/2019
s19-20,27,8,mata,2,0,2/11/2019,23/12/2019
s19-20,27,9,mata,2,0,2/11/2019,23/12/2019
s19-20,27,10,,2,2,2/11/2019,23/12/2019
s19-20,34,1,cueva,2,1,31/10/2019,23/12/2019
s19-20,34,2,cueva,2,1,31/10/2019,23/12/2019
s19-20,34,3,cueva,2,1,31/10/2019,23/12/2019
s19-20,34,4,cueva,2,2,31/10/2019,23/12/2019
s19-20,34,5,cueva,2,0,31/10/2019,23/12/2019
s19-20,34,6,mata,2,1,31/10/2019,23/12/2019
s19-20,34,7,mata,2,1,31/10/2019,23/12/2019
s19-20,34,8,mata,2,0,31/10/2019,23/12/2019
s19-20,34,9,mata,2,0,31/10/2019,23/12/2019
s19-20,34,10,mata,2,1,31/10/2019,23/12/2019
s19-20,37,1,cueva,2,0,31/10/2019,23/12/2019
s19-20,37,2,cueva,2,0,31/10/2019,23/12/2019
s19-20,37,3,mata,2,0,31/10/2019,23/12/2019
s19-20,37,4,mata,2,0,31/10/2019,23/12/2019
s19-20,37,5,mata,2,2,31/10/2019,23/12/2019
s19-20,37,6,mata,2,2,31/10/2019,23/12/2019
s19-20,37,7,mata,2,0,31/10/2019,23/12/2019
s19-20,37,8,mata,2,2,31/10/2019,23/12/2019
s19-20,37,9,mata,2,0,31/10/2019,23/12/2019
s19-20,37,10,mata,2,1,31/10/2019,23/12/2019
s19-20,41,1,mata,2,0,31/10/2019,23/12/2019
s19-20,41,2,mata,2,0,31/10/2019,23/12/2019
s19-20,41,3,mata,2,2,31/10/2019,23/12/2019
s19-20,41,4,mata,2,1,31/10/2019,23/12/2019
s19-20,41,5,mata,2,2,31/10/2019,23/12/2019
s19-20,41,6,mata,2,0,31/10/2019,23/12/2019
s19-20,41,8,,2,0,31/10/2019,23/12/2019
s19-20,41,9,,2,2,31/10/2019,23/12/2019
s21-22,3,1,mata,2,2,4/11/2021,17/12/2021
s21-22,3,2,mata,2,2,4/11/2021,17/12/2021
s21-22,3,3,mata,2,1,4/11/2021,17/12/2021
s21-22,3,4,cueva,2,0,4/11/2021,17/12/2021
s21-22,3,5,cueva,2,2,4/11/2021,17/12/2021
s21-22,3,6,mata,2,0,4/11/2021,17/12/2021
s21-22,3,7,mata,2,2,4/11/2021,17/12/2021
s21-22,3,8,cueva,2,2,4/11/2021,17/12/2021
s21-22,3,9,mata,2,2,4/11/2021,17/12/2021
