"","season","estaca","nido_id","ambiente","huevo","pichon","fecha_puesta","fecha_walkout","ER","colname3","SST","Chla","SSTA","SAM"
"193","s12-13",200,15,NA,2,0,2012-10-17,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"194","s12-13",200,16,NA,2,2,2012-10-17,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"195","s12-13",200,17,NA,2,2,2012-10-17,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"196","s12-13",200,18,NA,2,2,2012-10-17,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"197","s12-13",200,19,NA,2,2,2012-10-17,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"198","s12-13",200,20,NA,2,2,2012-10-17,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"199","s12-13",300,1,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"200","s12-13",300,2,NA,2,1,1012-10-23,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"201","s12-13",300,3,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"202","s12-13",300,4,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"203","s12-13",300,5,NA,2,0,1012-10-23,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"204","s12-13",300,6,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"205","s12-13",300,7,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"206","s12-13",300,8,NA,2,1,1012-10-23,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"207","s12-13",300,9,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"208","s12-13",300,11,NA,2,1,1012-10-23,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"209","s12-13",300,12,NA,2,1,1012-10-23,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"210","s12-13",300,13,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"211","s12-13",300,14,NA,2,1,1012-10-23,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"212","s12-13",300,15,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"213","s12-13",300,16,NA,2,1,1012-10-23,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"214","s12-13",300,17,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"215","s12-13",300,19,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"216","s12-13",300,20,NA,2,2,1012-10-23,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"217","s12-13",400,1,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"218","s12-13",400,3,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"219","s12-13",400,4,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"220","s12-13",400,5,NA,1,1,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"221","s12-13",400,6,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"222","s12-13",400,7,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"223","s12-13",400,8,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"224","s12-13",400,9,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"225","s12-13",400,10,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"226","s12-13",400,11,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"227","s12-13",400,13,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"228","s12-13",400,14,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"229","s12-13",400,15,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"230","s12-13",400,16,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"231","s12-13",400,17,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"232","s12-13",400,18,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"233","s12-13",400,19,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"234","s12-13",400,20,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"235","s12-13",500,1,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"236","s12-13",500,2,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"237","s12-13",500,3,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"238","s12-13",500,4,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"239","s12-13",500,5,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"240","s12-13",500,6,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"241","s12-13",500,7,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"242","s12-13",500,8,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"243","s12-13",500,9,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"244","s12-13",500,10,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"245","s12-13",500,11,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"246","s12-13",500,12,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"247","s12-13",500,13,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"248","s12-13",500,14,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"249","s12-13",500,15,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"250","s12-13",500,16,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"251","s12-13",500,17,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"252","s12-13",500,18,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"253","s12-13",500,19,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"254","s12-13",500,20,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"255","s12-13",600,1,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"256","s12-13",600,2,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"257","s12-13",600,3,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"258","s12-13",600,4,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"259","s12-13",600,5,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"260","s12-13",600,6,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"261","s12-13",600,7,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"262","s12-13",600,8,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"263","s12-13",600,9,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"264","s12-13",600,10,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"265","s12-13",600,11,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"266","s12-13",600,12,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"267","s12-13",600,13,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"268","s12-13",600,14,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"269","s12-13",600,15,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"270","s12-13",600,16,NA,2,1,2012-10-27,2012-12-20,0.5,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"271","s12-13",600,17,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"272","s12-13",600,18,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"273","s12-13",600,19,NA,2,2,2012-10-27,2012-12-20,1,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"274","s12-13",600,20,NA,2,0,2012-10-27,2012-12-20,0,"MLEON",5.00192326728744,3.96508127944904,0.875615457554797,-0.4244
"275","s13-14",200,1,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"276","s13-14",200,2,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"277","s13-14",200,3,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"278","s13-14",200,4,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"279","s13-14",200,6,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"280","s13-14",200,7,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"281","s13-14",200,8,NA,1,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"282","s13-14",200,9,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"283","s13-14",200,10,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"284","s13-14",200,11,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"285","s13-14",200,12,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"286","s13-14",200,13,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"287","s13-14",200,14,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"288","s13-14",200,15,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"289","s13-14",200,16,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"290","s13-14",200,17,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"291","s13-14",200,18,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"292","s13-14",200,19,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"293","s13-14",200,20,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"294","s13-14",300,1,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"295","s13-14",300,2,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"296","s13-14",300,3,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"297","s13-14",300,4,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"298","s13-14",300,5,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"299","s13-14",300,6,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"300","s13-14",300,7,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"301","s13-14",300,8,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"302","s13-14",300,10,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"303","s13-14",300,11,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"304","s13-14",300,12,NA,1,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"305","s13-14",300,13,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"306","s13-14",300,14,NA,1,1,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"307","s13-14",300,15,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"308","s13-14",300,16,NA,1,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"309","s13-14",300,17,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"310","s13-14",300,18,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"311","s13-14",300,19,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"312","s13-14",300,20,NA,1,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"313","s13-14",400,1,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"314","s13-14",400,2,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"315","s13-14",400,4,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"316","s13-14",400,5,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"317","s13-14",400,7,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"318","s13-14",400,8,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"319","s13-14",400,9,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"320","s13-14",400,11,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"321","s13-14",400,12,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"322","s13-14",400,13,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"323","s13-14",400,14,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"324","s13-14",400,15,NA,1,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"325","s13-14",400,16,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"326","s13-14",400,17,NA,1,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"327","s13-14",400,18,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"328","s13-14",400,19,NA,1,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"329","s13-14",400,20,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"330","s13-14",500,1,NA,2,2,2013-10-22,2013-12-24,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"331","s13-14",500,2,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"332","s13-14",500,3,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"333","s13-14",500,4,NA,1,1,2013-10-22,2013-12-24,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"334","s13-14",500,5,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"335","s13-14",500,6,NA,2,2,2013-10-22,2013-12-24,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"336","s13-14",500,7,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"337","s13-14",500,8,NA,2,1,2013-10-22,2013-12-24,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"338","s13-14",500,9,NA,2,2,2013-10-22,2013-12-24,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"339","s13-14",500,11,NA,2,2,2013-10-22,2013-12-24,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"340","s13-14",500,13,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"341","s13-14",500,14,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"342","s13-14",500,15,NA,2,2,2013-10-22,2013-12-24,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"343","s13-14",500,16,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"344","s13-14",500,17,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"345","s13-14",500,18,NA,2,0,2013-10-22,2013-12-24,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"346","s13-14",500,19,NA,2,2,2013-10-22,2013-12-24,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"347","s13-14",500,20,NA,1,1,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"348","s13-14",600,1,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"349","s13-14",600,2,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"350","s13-14",600,3,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"351","s13-14",600,4,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"352","s13-14",600,5,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"353","s13-14",600,6,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"354","s13-14",600,7,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"355","s13-14",600,8,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"356","s13-14",600,9,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"357","s13-14",600,10,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"358","s13-14",600,11,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"359","s13-14",600,12,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"360","s13-14",600,13,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"361","s13-14",600,14,NA,2,2,2013-10-22,2013-12-30,1,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"362","s13-14",600,16,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"363","s13-14",600,17,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"364","s13-14",600,18,NA,2,1,2013-10-22,2013-12-30,0.5,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"365","s13-14",600,19,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"366","s13-14",600,20,NA,2,0,2013-10-22,2013-12-30,0,"MLEON",4.68661631052218,2.9211863176576,-0.291154973860179,-0.11358
"367","s14-15",200,1,NA,2,2,2014-10-25,2014-12-25,1,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"368","s14-15",200,2,NA,2,2,2014-10-25,2014-12-25,1,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"369","s14-15",200,3,NA,2,2,2014-10-25,2014-12-25,1,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"370","s14-15",200,4,NA,2,0,2014-10-25,2014-12-25,0,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"371","s14-15",200,5,NA,2,1,2014-10-25,2014-12-25,0.5,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"372","s14-15",200,6,NA,2,0,2014-10-25,2014-12-25,0,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"373","s14-15",200,7,NA,2,2,2014-10-25,2014-12-25,1,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"374","s14-15",200,8,NA,2,2,2014-10-25,2014-12-25,1,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"375","s14-15",200,9,NA,2,1,2014-10-25,2014-12-25,0.5,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"376","s14-15",200,10,NA,2,1,2014-10-25,2014-12-25,0.5,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"377","s14-15",200,11,NA,2,0,2014-10-25,2014-12-25,0,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"378","s14-15",200,12,NA,2,2,2014-10-25,2014-12-25,1,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"379","s14-15",200,13,NA,2,2,2014-10-25,2014-12-25,1,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"380","s14-15",200,14,NA,2,1,2014-10-25,2014-12-25,0.5,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"381","s14-15",200,15,NA,2,0,2014-10-25,2014-12-25,0,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"382","s14-15",200,16,NA,2,1,2014-10-25,2014-12-25,0.5,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"383","s14-15",200,17,NA,2,2,2014-10-25,2014-12-25,1,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"384","s14-15",200,18,NA,2,1,2014-10-25,2014-12-25,0.5,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
"385","s14-15",200,19,NA,2,1,2014-10-25,2014-12-25,0.5,"MLEON",4.74770396826219,2.94931978963863,0.00380329314417408,0.53104
