arroyo;fecha;hora;am_pm;pabs;temp;manejo
96;22/4/2018;08:29:12;AM;722,53;2,195;sin
96;22/4/2018;09:29:12;AM;722,53;2,195;sin
96;22/4/2018;10:29:12;AM;722,62;2,303;sin
96;22/4/2018;11:29:12;AM;723,11;2,303;sin
96;22/4/2018;12:29:12;PM;723,94;2,41;sin
96;22/4/2018;01:29:12;PM;724,39;2,73;sin
96;22/4/2018;02:29:12;PM;724,83;3,049;sin
96;22/4/2018;03:29:12;PM;725,68;3,261;sin
96;22/4/2018;04:29:12;PM;726,83;3,367;sin
96;22/4/2018;05:29:12;PM;727,54;3,155;sin
96;22/4/2018;06:29:12;PM;728,66;2,943;sin
96;22/4/2018;07:29:12;PM;729,37;2,624;sin
96;22/4/2018;08:29:12;PM;729,99;2,41;sin
96;22/4/2018;09:29:12;PM;730,8;2,303;sin
96;22/4/2018;10:29:12;PM;731,29;2,303;sin
96;22/4/2018;11:29:12;PM;731,77;2,195;sin
96;23/4/2018;12:29:12;AM;731,69;2,195;sin
96;23/4/2018;01:29:12;AM;732,33;2,088;sin
96;23/4/2018;02:29:12;AM;732,98;2,088;sin
96;23/4/2018;03:29:12;AM;733,07;2,088;sin
96;23/4/2018;04:29:12;AM;732,73;1,98;sin
96;23/4/2018;05:29:12;AM;732,81;1,98;sin
96;23/4/2018;06:29:12;AM;732,9;2,088;sin
96;23/4/2018;07:29:12;AM;732,9;2,088;sin
96;23/4/2018;08:29:12;AM;733,31;2,088;sin
96;23/4/2018;09:29:12;AM;733,65;2,195;sin
96;23/4/2018;10:29:12;AM;734,22;2,195;sin
96;23/4/2018;11:29:12;AM;734,25;2,41;sin
96;23/4/2018;12:29:12;PM;734,44;2,624;sin
96;23/4/2018;01:29:12;PM;734,87;2,837;sin
96;23/4/2018;02:29:12;PM;734,88;2,943;sin
96;23/4/2018;03:29:12;PM;735,14;3,049;sin
96;23/4/2018;04:29:12;PM;735,56;3,155;sin
96;23/4/2018;05:29:12;PM;736,15;3,261;sin
96;23/4/2018;06:29:12;PM;736,55;3,261;sin
96;23/4/2018;07:29:12;PM;736,71;3,155;sin
96;23/4/2018;08:29:12;PM;736,79;3,155;sin
96;23/4/2018;09:29:12;PM;736,95;3,155;sin
96;23/4/2018;10:29:12;PM;736,55;3,155;sin
96;23/4/2018;11:29:12;PM;736,7;3,049;sin
96;24/4/2018;12:29:12;AM;736,95;3,155;sin
96;24/4/2018;01:29:12;AM;737,03;3,155;sin
96;24/4/2018;02:29:12;AM;736,63;3,155;sin
96;24/4/2018;03:29:12;AM;736,3;3,155;sin
96;24/4/2018;04:29:12;AM;736,13;3,155;sin
96;24/4/2018;05:29:12;AM;735,89;3,155;sin
96;24/4/2018;06:29:12;AM;736,05;3,155;sin
96;24/4/2018;07:29:12;AM;735,55;3,049;sin
96;24/4/2018;08:29:12;AM;735,8;3,049;sin
96;24/4/2018;09:29:12;AM;735,85;2,837;sin
96;24/4/2018;10:29:12;AM;736,11;2,943;sin
96;24/4/2018;11:29:12;AM;736,2;3,049;sin
96;24/4/2018;12:29:12;PM;735,9;3,261;sin
96;24/4/2018;01:29:12;PM;735,77;3,578;sin
96;24/4/2018;02:29:12;PM;735,49;3,893;sin
96;24/4/2018;03:29:12;PM;735,33;3,998;sin
96;24/4/2018;04:29:12;PM;735,59;4,102;sin
96;24/4/2018;05:29:12;PM;735,68;4,102;sin
96;24/4/2018;06:29:12;PM;735,74;3,998;sin
96;24/4/2018;07:29:12;PM;735,74;3,998;sin
96;24/4/2018;08:29:12;PM;735,65;3,893;sin
96;24/4/2018;09:29:12;PM;735,73;3,893;sin
96;24/4/2018;10:29:12;PM;735,72;3,788;sin
96;24/4/2018;11:29:12;PM;735,62;3,683;sin
96;25/4/2018;12:29:12;AM;735,71;3,683;sin
96;25/4/2018;01:29:12;AM;735,45;3,578;sin
96;25/4/2018;02:29:12;AM;735,27;3,472;sin
96;25/4/2018;03:29:12;AM;735,34;3,367;sin
96;25/4/2018;04:29:12;AM;735,33;3,261;sin
96;25/4/2018;05:29:12;AM;735,23;3,155;sin
96;25/4/2018;06:29:12;AM;735,49;3,261;sin
96;25/4/2018;07:29:12;AM;735,74;3,261;sin
96;25/4/2018;08:29:12;AM;735,65;3,261;sin
96;25/4/2018;09:29:12;AM;735,9;3,261;sin
96;25/4/2018;10:29:12;AM;736,23;3,261;sin
96;25/4/2018;11:29:12;AM;736,58;3,472;sin
96;25/4/2018;12:29:12;PM;736,19;3,683;sin
96;25/4/2018;01:29:12;PM;736,22;3,893;sin
96;25/4/2018;02:29:12;PM;736,23;3,998;sin
96;25/4/2018;03:29:12;PM;736,16;4,102;sin
96;25/4/2018;04:29:12;PM;736,25;4,102;sin
96;25/4/2018;05:29:12;PM;736,55;3,893;sin
96;25/4/2018;06:29:12;PM;736,54;3,788;sin
96;25/4/2018;07:29:12;PM;736,27;3,578;sin
96;25/4/2018;08:29:12;PM;735,9;3,261;sin
96;25/4/2018;09:29:12;PM;736,46;3,155;sin
96;25/4/2018;10:29:12;PM;736,45;3,049;sin
96;25/4/2018;11:29:12;PM;736,6;2,943;sin
96;26/4/2018;12:29:12;AM;736,18;2,837;sin
96;26/4/2018;01:29:12;AM;735,92;2,73;sin
96;26/4/2018;02:29:12;AM;736,56;2,624;sin
96;26/4/2018;03:29:12;AM;736,88;2,517;sin
96;26/4/2018;04:29:12;AM;736,62;2,41;sin
96;26/4/2018;05:29:12;AM;736,69;2,303;sin
96;26/4/2018;06:29:12;AM;736,76;2,195;sin
96;26/4/2018;07:29:12;AM;737,5;2,195;sin
96;26/4/2018;08:29:12;AM;737,73;2,088;sin
96;26/4/2018;09:29:12;AM;738,05;1,98;sin
96;26/4/2018;10:29:12;AM;738,29;1,98;sin
96;26/4/2018;11:29:12;AM;738,37;1,98;sin
96;26/4/2018;12:29:12;PM;738,55;2,088;sin
96;26/4/2018;01:29:12;PM;738,22;2,088;sin
96;26/4/2018;02:29:12;PM;737,99;2,195;sin
96;26/4/2018;03:29:12;PM;737,82;2,195;sin
96;26/4/2018;04:29:12;PM;737,73;2,088;sin
96;26/4/2018;05:29:12;PM;737,73;2,088;sin
96;26/4/2018;06:29:12;PM;737,39;1,98;sin
96;26/4/2018;07:29:12;PM;737,39;1,98;sin
96;26/4/2018;08:29:12;PM;737,3;1,872;sin
96;26/4/2018;09:29:12;PM;736,63;1,764;sin
96;26/4/2018;10:29:12;PM;736,71;1,764;sin
96;26/4/2018;11:29:12;PM;736,38;1,764;sin
96;27/4/2018;12:29:12;AM;736,21;1,656;sin
96;27/4/2018;01:29:12;AM;735,55;1,656;sin
96;27/4/2018;02:29:12;AM;734,98;1,656;sin
96;27/4/2018;03:29:12;AM;734,9;1,656;sin
96;27/4/2018;04:29:12;AM;734,81;1,656;sin
96;27/4/2018;05:29:12;AM;734,73;1,656;sin
96;27/4/2018;06:29:12;AM;734,98;1,656;sin
96;27/4/2018;07:29:12;AM;734,72;1,548;sin
96;27/4/2018;08:29:12;AM;735,21;1,548;sin
96;27/4/2018;09:29:12;AM;735,12;1,439;sin
96;27/4/2018;10:29:12;AM;735,46;1,548;sin
96;27/4/2018;11:29:12;AM;735,71;1,548;sin
96;27/4/2018;12:29:12;PM;735,96;1,656;sin
96;27/4/2018;01:29:12;PM;736,15;1,872;sin
96;27/4/2018;02:29:12;PM;736,4;1,98;sin
96;27/4/2018;03:29:12;PM;736,65;1,98;sin
96;27/4/2018;04:29:12;PM;736,99;2,088;sin
96;27/4/2018;05:29:12;PM;737,57;2,088;sin
96;27/4/2018;06:29:12;PM;737,81;2,088;sin
96;27/4/2018;07:29:12;PM;738,29;1,98;sin
96;27/4/2018;08:29:12;PM;738,6;1,872;sin
96;27/4/2018;09:29:12;PM;738,68;1,872;sin
96;27/4/2018;10:29:12;PM;738,75;1,764;sin
96;27/4/2018;11:29:12;PM;739,16;1,764;sin
96;28/4/2018;12:29:12;AM;739,31;1,656;sin
96;28/4/2018;01:29:12;AM;739,07;1,656;sin
96;28/4/2018;02:29:12;AM;739,14;1,548;sin
96;28/4/2018;03:29:12;AM;739,04;1,439;sin
96;28/4/2018;04:29:12;AM;738,95;1,33;sin
96;28/4/2018;05:29:12;AM;738,77;1,221;sin
96;28/4/2018;06:29:12;AM;738,86;1,221;sin
96;28/4/2018;07:29:12;AM;738,44;1,112;sin
96;28/4/2018;08:29:12;AM;738,35;1,112;sin
96;28/4/2018;09:29:12;AM;737,94;1,112;sin
96;28/4/2018;10:29:12;AM;737,79;1,221;sin
96;28/4/2018;11:29:12;AM;737,31;1,33;sin
96;28/4/2018;12:29:12;PM;736,76;1,548;sin
96;28/4/2018;01:29:12;PM;736,38;1,764;sin
96;28/4/2018;02:29:12;PM;735,67;1,98;sin
96;28/4/2018;03:29:12;PM;735,29;2,195;sin
96;28/4/2018;04:29:12;PM;734,72;2,303;sin
96;28/4/2018;05:29:12;PM;734,24;2,303;sin
96;28/4/2018;06:29:12;PM;733,67;2,303;sin
96;28/4/2018;07:29:12;PM;733,24;2,195;sin
96;28/4/2018;08:29:12;PM;732,67;2,195;sin
96;28/4/2018;09:29:12;PM;731,69;2,195;sin
96;28/4/2018;10:29:12;PM;730,95;2,195;sin
96;28/4/2018;11:29:12;PM;730,46;2,195;sin
96;29/4/2018;12:29:12;AM;729,74;2,303;sin
96;29/4/2018;01:29:12;AM;728,67;2,303;sin
96;29/4/2018;02:29:12;AM;728,02;2,303;sin
96;29/4/2018;03:29:12;AM;727,62;2,41;sin
96;29/4/2018;04:29:12;AM;726,96;2,303;sin
96;29/4/2018;05:29:12;AM;726,88;2,303;sin
96;29/4/2018;06:29:12;AM;726,78;2,195;sin
96;29/4/2018;07:29:12;AM;727,18;2,088;sin
96;29/4/2018;08:29:12;AM;727,66;2,088;sin
96;29/4/2018;09:29:12;AM;728,23;1,98;sin
96;29/4/2018;10:29:12;AM;729,13;1,98;sin
96;29/4/2018;11:29:12;AM;730,04;2,088;sin
96;29/4/2018;12:29:12;PM;730,95;2,195;sin
96;29/4/2018;01:29:12;PM;732,04;2,41;sin
96;29/4/2018;02:29:12;PM;732,96;2,624;sin
96;29/4/2018;03:29:12;PM;734,29;2,73;sin
96;29/4/2018;04:29:12;PM;735,58;2,624;sin
96;29/4/2018;05:29:12;PM;737,21;2,517;sin
96;29/4/2018;06:29:12;PM;738,34;2,41;sin
96;29/4/2018;07:29:12;PM;739,37;2,195;sin
96;29/4/2018;08:29:12;PM;740,67;2,088;sin
96;29/4/2018;09:29:12;PM;741,15;1,98;sin
96;29/4/2018;10:29:12;PM;741,8;1,98;sin
96;29/4/2018;11:29:12;PM;741,97;1,98;sin
96;30/4/2018;12:29:12;AM;742,63;1,98;sin
96;30/4/2018;01:29:12;AM;742,86;1,872;sin
96;30/4/2018;02:29:12;AM;743,26;1,764;sin
96;30/4/2018;03:29:12;AM;743,5;1,764;sin
96;30/4/2018;04:29:12;AM;743,24;1,656;sin
96;30/4/2018;05:29:12;AM;743,16;1,656;sin
96;30/4/2018;06:29:12;AM;743,09;1,764;sin
96;30/4/2018;07:29:12;AM;743,09;1,764;sin
96;30/4/2018;08:29:12;AM;743,09;1,764;sin
96;30/4/2018;09:29:12;AM;743,26;1,764;sin
96;30/4/2018;10:29:12;AM;743,43;1,872;sin
96;30/4/2018;11:29:12;AM;743,45;1,98;sin
96;30/4/2018;12:29:12;PM;743,21;2,088;sin
96;30/4/2018;01:29:12;PM;742,73;2,195;sin
96;30/4/2018;02:29:12;PM;742,17;2,303;sin
96;30/4/2018;03:29:12;PM;741,61;2,41;sin
96;30/4/2018;04:29:12;PM;741,38;2,517;sin
96;30/4/2018;05:29:12;PM;741,06;2,624;sin
96;30/4/2018;06:29:12;PM;740,64;2,517;sin
96;30/4/2018;07:29:12;PM;740,24;2,517;sin
96;30/4/2018;08:29:12;PM;740,3;2,41;sin
96;30/4/2018;09:29:12;PM;740,22;2,41;sin
96;30/4/2018;10:29:12;PM;740,14;2,41;sin
96;30/4/2018;11:29:12;PM;740,06;2,41;sin
96;1/5/2018;12:29:12;AM;739,81;2,41;sin
96;1/5/2018;01:29:12;AM;739,49;2,517;sin
96;1/5/2018;02:29:12;AM;739,49;2,517;sin
96;1/5/2018;03:29:12;AM;739,07;2,41;sin
96;1/5/2018;04:29:12;AM;738,82;2,303;sin
96;1/5/2018;05:29:12;AM;738,9;2,303;sin
96;1/5/2018;06:29:12;AM;738,64;2,195;sin
96;1/5/2018;07:29:12;AM;738,72;2,195;sin
96;1/5/2018;08:29:12;AM;738,47;2,088;sin
96;1/5/2018;09:29:12;AM;738,22;2,088;sin
96;1/5/2018;10:29:12;AM;738,14;2,088;sin
96;1/5/2018;11:29:12;AM;737,84;2,303;sin
96;1/5/2018;12:29:12;PM;737,71;2,624;sin
96;1/5/2018;01:29:12;PM;737,12;3,155;sin
96;1/5/2018;02:29:12;PM;736,82;3,472;sin
96;1/5/2018;03:29:12;PM;736,43;3,578;sin
96;1/5/2018;04:29:12;PM;736,25;3,472;sin
96;1/5/2018;05:29:12;PM;736,15;3,261;sin
96;1/5/2018;06:29:12;PM;735,71;3,049;sin
96;1/5/2018;07:29:12;PM;735,36;2,837;sin
96;1/5/2018;08:29:12;PM;735,17;2,624;sin
96;1/5/2018;09:29:12;PM;734,84;2,517;sin
96;1/5/2018;10:29:12;PM;734,34;2,517;sin
96;1/5/2018;11:29:12;PM;733,84;2,41;sin
96;2/5/2018;12:29:12;AM;733,58;2,303;sin
96;2/5/2018;01:29:12;AM;733,17;2,303;sin
96;2/5/2018;02:29:12;AM;733,32;2,195;sin
96;2/5/2018;03:29:12;AM;732,9;2,088;sin
96;2/5/2018;04:29:12;AM;732,58;2,088;sin
96;2/5/2018;05:29:12;AM;732,33;2,088;sin
96;2/5/2018;06:29:12;AM;731,92;2,088;sin
96;2/5/2018;07:29:12;AM;731,75;2,088;sin
96;2/5/2018;08:29:12;AM;731,93;2,195;sin
96;2/5/2018;09:29:12;AM;732,08;2,088;sin
96;2/5/2018;10:29:12;AM;732,42;2,195;sin
96;2/5/2018;11:29:12;AM;732,29;2,41;sin
96;2/5/2018;12:29:12;PM;732,65;2,73;sin
96;2/5/2018;01:29:12;PM;732,51;2,943;sin
96;2/5/2018;02:29:12;PM;732,3;3,261;sin
96;2/5/2018;03:29:12;PM;731,89;3,261;sin
96;2/5/2018;04:29:12;PM;731,57;3,261;sin
96;2/5/2018;05:29:12;PM;731,55;3,155;sin
96;2/5/2018;06:29:12;PM;731,36;2,943;sin
96;2/5/2018;07:29:12;PM;730,93;2,73;sin
96;2/5/2018;08:29:12;PM;730,93;2,73;sin
96;2/5/2018;09:29:12;PM;730,77;2,73;sin
96;2/5/2018;10:29:12;PM;730,52;2,73;sin
96;2/5/2018;11:29:12;PM;730,28;2,73;sin
96;3/5/2018;12:29:12;AM;730,11;2,73;sin
96;3/5/2018;01:29:12;AM;729,64;2,837;sin
96;3/5/2018;02:29:12;AM;729,55;2,837;sin
96;3/5/2018;03:29:12;AM;729,39;2,837;sin
96;3/5/2018;04:29:12;AM;729,21;2,73;sin
96;3/5/2018;05:29:12;AM;729,04;2,624;sin
96;3/5/2018;06:29:12;AM;729,19;2,517;sin
96;3/5/2018;07:29:12;AM;729,25;2,41;sin
96;3/5/2018;08:29:12;AM;729,65;2,195;sin
96;3/5/2018;09:29:12;AM;729,96;2,088;sin
96;3/5/2018;10:29:12;AM;730,3;2,195;sin
96;3/5/2018;11:29:12;AM;730,64;2,303;sin
96;3/5/2018;12:29:12;PM;730,92;2,624;sin
96;3/5/2018;01:29:12;PM;730,96;2,943;sin
96;3/5/2018;02:29:12;PM;730,98;3,155;sin
96;3/5/2018;03:29:12;PM;731,15;3,261;sin
96;3/5/2018;04:29:12;PM;731,63;3,155;sin
96;3/5/2018;05:29:12;PM;731,47;3,155;sin
96;3/5/2018;06:29:12;PM;731,3;3,049;sin
96;3/5/2018;07:29:12;PM;731,36;2,943;sin
96;3/5/2018;08:29:12;PM;731,53;2,943;sin
96;3/5/2018;09:29:12;PM;731,27;2,837;sin
96;3/5/2018;10:29:12;PM;730,93;2,73;sin
96;3/5/2018;11:29:12;PM;731,18;2,73;sin
96;4/5/2018;12:29:12;AM;731;2,624;sin
96;4/5/2018;01:29:12;AM;731,09;2,624;sin
96;4/5/2018;02:29:12;AM;731,15;2,517;sin
96;4/5/2018;03:29:12;AM;731,55;2,41;sin
96;4/5/2018;04:29:12;AM;732,19;2,303;sin
96;4/5/2018;05:29:12;AM;732,27;2,303;sin
96;4/5/2018;06:29:12;AM;733,17;2,303;sin
96;4/5/2018;07:29:12;AM;733,58;2,303;sin
96;4/5/2018;08:29:12;AM;734,82;2,41;sin
96;4/5/2018;09:29:12;AM;735,56;2,41;sin
96;4/5/2018;10:29:12;AM;736,14;2,517;sin
96;4/5/2018;11:29:12;AM;736,48;2,624;sin
96;4/5/2018;12:29:12;PM;736,66;2,73;sin
96;4/5/2018;01:29:12;PM;736,85;2,943;sin
96;4/5/2018;02:29:12;PM;736,94;3,049;sin
96;4/5/2018;03:29:12;PM;737,05;3,261;sin
96;4/5/2018;04:29:12;PM;737,06;3,367;sin
96;4/5/2018;05:29:12;PM;737,14;3,367;sin
96;4/5/2018;06:29:12;PM;736,97;3,261;sin
96;4/5/2018;07:29:12;PM;737,53;3,155;sin
96;4/5/2018;08:29:12;PM;737,84;3,049;sin
96;4/5/2018;09:29:12;PM;737,9;2,837;sin
96;4/5/2018;10:29:12;PM;737,46;2,624;sin
96;4/5/2018;11:29:12;PM;737,79;2,624;sin
96;5/5/2018;12:29:12;AM;737,45;2,517;sin
96;5/5/2018;01:29:12;AM;737,21;2,517;sin
96;5/5/2018;02:29:12;AM;736,79;2,517;sin
96;5/5/2018;03:29:12;AM;736,71;2,517;sin
96;5/5/2018;04:29:12;AM;736,54;2,41;sin
96;5/5/2018;05:29:12;AM;736,44;2,303;sin
96;5/5/2018;06:29:12;AM;736,42;2,088;sin
96;5/5/2018;07:29:12;AM;736,16;1,98;sin
96;5/5/2018;08:29:12;AM;736,56;1,872;sin
96;5/5/2018;09:29:12;AM;736,8;1,872;sin
96;5/5/2018;10:29:12;AM;736,88;1,872;sin
96;5/5/2018;11:29:12;AM;737,23;1,98;sin
96;5/5/2018;12:29:12;PM;737,67;2,303;sin
96;5/5/2018;01:29:12;PM;738,13;2,73;sin
96;5/5/2018;02:29:12;PM;738,67;3,155;sin
96;5/5/2018;03:29:12;PM;739,35;3,367;sin
96;5/5/2018;04:29:12;PM;739,85;3,472;sin
96;5/5/2018;05:29:12;PM;740,42;3,367;sin
96;5/5/2018;06:29:12;PM;741,29;3,155;sin
96;5/5/2018;07:29:12;PM;741,92;2,943;sin
96;5/5/2018;08:29:12;PM;742,55;2,73;sin
96;5/5/2018;09:29:12;PM;743,18;2,517;sin
96;5/5/2018;10:29:12;PM;743,42;2,517;sin
96;5/5/2018;11:29:12;PM;743,81;2,303;sin
96;6/5/2018;12:29:12;AM;743,8;2,195;sin
96;6/5/2018;01:29:12;AM;743,54;2,088;sin
96;6/5/2018;02:29:12;AM;743,55;2,195;sin
96;6/5/2018;03:29:12;AM;743,39;2,195;sin
96;6/5/2018;04:29:12;AM;743,65;2,303;sin
96;6/5/2018;05:29:12;AM;743,57;2,41;sin
96;6/5/2018;06:29:12;AM;743,49;2,41;sin
96;6/5/2018;07:29:12;AM;743,09;2,41;sin
96;6/5/2018;08:29:12;AM;742,92;2,41;sin
96;6/5/2018;09:29:12;AM;742,77;2,517;sin
96;6/5/2018;10:29:12;AM;742,2;2,517;sin
96;6/5/2018;11:29:12;AM;741,95;2,517;sin
96;6/5/2018;12:29:12;PM;741,64;2,624;sin
96;6/5/2018;01:29:12;PM;740,99;2,73;sin
96;6/5/2018;02:29:12;PM;740,36;2,943;sin
96;6/5/2018;03:29:12;PM;739,97;3,049;sin
96;6/5/2018;04:29:12;PM;739,81;3,049;sin
96;6/5/2018;05:29:12;PM;739,4;3,049;sin
96;6/5/2018;06:29:12;PM;739,31;3,049;sin
96;6/5/2018;07:29:12;PM;739,14;2,943;sin
96;6/5/2018;08:29:12;PM;739,14;2,943;sin
96;6/5/2018;09:29:12;PM;739,61;2,837;sin
96;6/5/2018;10:29:12;PM;739,76;2,73;sin
96;6/5/2018;11:29:12;PM;739,92;2,624;sin
96;7/5/2018;12:29:12;AM;740,33;2,624;sin
96;7/5/2018;01:29:12;AM;740,24;2,517;sin
96;7/5/2018;02:29:12;AM;740,71;2,41;sin
96;7/5/2018;03:29:12;AM;740,87;2,41;sin
96;7/5/2018;04:29:12;AM;741,02;2,303;sin
96;7/5/2018;05:29:12;AM;741,11;2,303;sin
96;7/5/2018;06:29:12;AM;741,19;2,303;sin
96;7/5/2018;07:29:12;AM;741,1;2,195;sin
96;7/5/2018;08:29:12;AM;740,93;2,195;sin
96;7/5/2018;09:29:12;AM;741,26;2,195;sin
96;7/5/2018;10:29:12;AM;741,02;2,303;sin
96;7/5/2018;11:29:12;AM;740,63;2,41;sin
96;7/5/2018;12:29:12;PM;740,51;2,837;sin
96;7/5/2018;01:29:12;PM;740,15;3,155;sin
96;7/5/2018;02:29:12;PM;739,54;3,578;sin
96;7/5/2018;03:29:12;PM;739,49;3,788;sin
96;7/5/2018;04:29:12;PM;739,17;3,893;sin
96;7/5/2018;05:29:12;PM;738,92;3,893;sin
96;7/5/2018;06:29:12;PM;738,34;3,788;sin
96;7/5/2018;07:29:12;PM;737,76;3,788;sin
96;7/5/2018;08:29:12;PM;737,34;3,683;sin
96;7/5/2018;09:29:12;PM;736,61;3,683;sin
96;7/5/2018;10:29:12;PM;735,88;3,788;sin
96;7/5/2018;11:29:12;PM;734,49;3,788;sin
96;8/5/2018;12:29:12;AM;733,85;3,893;sin
96;8/5/2018;01:29:12;AM;732,95;3,893;sin
96;8/5/2018;02:29:12;AM;732,31;3,998;sin
96;8/5/2018;03:29:12;AM;731,58;4,102;sin
96;8/5/2018;04:29:12;AM;731,43;4,207;sin
96;8/5/2018;05:29:12;AM;731,2;4,311;sin
96;8/5/2018;06:29:12;AM;730,87;4,311;sin
96;8/5/2018;07:29:12;AM;730,7;4,311;sin
96;8/5/2018;08:29:12;AM;730,8;4,415;sin
96;8/5/2018;09:29:12;AM;730,88;4,415;sin
96;8/5/2018;10:29:12;AM;730,97;4,415;sin
96;8/5/2018;11:29:12;AM;730,82;4,623;sin
96;8/5/2018;12:29:12;PM;730,61;4,831;sin
96;8/5/2018;01:29:12;PM;730,38;5,037;sin
96;8/5/2018;02:29:12;PM;729,77;5,347;sin
96;8/5/2018;03:29:12;PM;729,62;5,45;sin
96;8/5/2018;04:29:12;PM;729,62;5,45;sin
96;8/5/2018;05:29:12;PM;729,45;5,45;sin
96;8/5/2018;06:29:12;PM;729,52;5,347;sin
96;8/5/2018;07:29:12;PM;729,34;5,244;sin
96;8/5/2018;08:29:12;PM;729,16;5,141;sin
96;8/5/2018;09:29:12;PM;728,84;5,141;sin
96;8/5/2018;10:29:12;PM;728,83;5,037;sin
96;8/5/2018;11:29:12;PM;728,41;5,037;sin
96;9/5/2018;12:29:12;AM;728,41;4,934;sin
96;9/5/2018;01:29:12;AM;728,49;4,934;sin
96;9/5/2018;02:29:12;AM;728,56;4,831;sin
96;9/5/2018;03:29:12;AM;728,39;4,831;sin
96;9/5/2018;04:29:12;AM;728,87;4,727;sin
96;9/5/2018;05:29:12;AM;728,77;4,623;sin
96;9/5/2018;06:29:12;AM;728,77;4,623;sin
96;9/5/2018;07:29:12;AM;729,01;4,519;sin
96;9/5/2018;08:29:12;AM;729,25;4,519;sin
96;9/5/2018;09:29:12;AM;729,65;4,415;sin
96;9/5/2018;10:29:12;AM;730,07;4,415;sin
96;9/5/2018;11:29:12;AM;729,98;4,415;sin
96;9/5/2018;12:29:12;PM;730,97;4,415;sin
96;9/5/2018;01:29:12;PM;730,82;4,623;sin
96;9/5/2018;02:29:12;PM;730,76;4,727;sin
96;9/5/2018;03:29:12;PM;731,18;4,831;sin
96;9/5/2018;04:29:12;PM;731,42;4,831;sin
96;9/5/2018;05:29:12;PM;731,48;4,623;sin
96;9/5/2018;06:29:12;PM;731,45;4,415;sin
96;9/5/2018;07:29:12;PM;731,6;4,207;sin
96;9/5/2018;08:29:12;PM;732,08;4,102;sin
96;9/5/2018;09:29:12;PM;732,62;3,893;sin
96;9/5/2018;10:29:12;PM;732,86;3,788;sin
96;9/5/2018;11:29:12;PM;733,49;3,578;sin
96;10/5/2018;12:29:12;AM;733,8;3,472;sin
96;10/5/2018;01:29:12;AM;733,87;3,367;sin
96;10/5/2018;02:29:12;AM;734,51;3,261;sin
96;10/5/2018;03:29:12;AM;734,75;3,261;sin
96;10/5/2018;04:29:12;AM;735;3,261;sin
96;10/5/2018;05:29:12;AM;735,65;3,261;sin
96;10/5/2018;06:29:12;AM;736,64;3,261;sin
96;10/5/2018;07:29:12;AM;737,7;3,261;sin
96;10/5/2018;08:29:12;AM;738,66;3,049;sin
96;10/5/2018;09:29:12;AM;739,55;2,943;sin
96;10/5/2018;10:29:12;AM;740,03;2,837;sin
96;10/5/2018;11:29:12;AM;741,73;2,73;sin
96;10/5/2018;12:29:12;PM;742,47;2,73;sin
96;10/5/2018;01:29:12;PM;737,72;2,73;sin
96;10/5/2018;03:29:12;PM;744,27;2,73;sin
96;10/5/2018;04:29:12;PM;744,5;2,624;sin
96;10/5/2018;05:29:12;PM;744,9;2,517;sin
96;10/5/2018;06:29:12;PM;746,02;2,303;sin
96;10/5/2018;07:29:12;PM;746;2,088;sin
96;10/5/2018;08:29:12;PM;746,48;1,98;sin
96;10/5/2018;09:29:12;PM;746,63;1,98;sin
96;10/5/2018;10:29:12;PM;747,11;1,872;sin
96;10/5/2018;11:29:12;PM;747,18;1,764;sin
96;11/5/2018;12:29:12;AM;746,86;1,764;sin
96;11/5/2018;01:29:12;AM;746,61;1,764;sin
96;11/5/2018;02:29:12;AM;746,93;1,656;sin
96;11/5/2018;03:29:12;AM;746,93;1,656;sin
96;11/5/2018;04:29:12;AM;746,76;1,656;sin
96;11/5/2018;05:29:12;AM;746,93;1,656;sin
96;11/5/2018;06:29:12;AM;747,01;1,656;sin
96;11/5/2018;07:29:12;AM;746,84;1,656;sin
96;11/5/2018;08:29:12;AM;746,75;1,548;sin
96;11/5/2018;09:29:12;AM;747,24;1,548;sin
96;11/5/2018;10:29:12;AM;747,34;1,656;sin
96;11/5/2018;11:29:12;AM;747,68;1,764;sin
96;11/5/2018;12:29:12;PM;747,69;1,872;sin
96;11/5/2018;01:29:12;PM;747,7;1,98;sin
96;11/5/2018;02:29:12;PM;747,38;2,088;sin
96;11/5/2018;03:29:12;PM;747,33;2,303;sin
96;11/5/2018;04:29:12;PM;747,41;2,303;sin
96;11/5/2018;05:29:12;PM;747,58;2,303;sin
96;11/5/2018;06:29:12;PM;747,8;2,088;sin
96;11/5/2018;07:29:12;PM;747,7;1,98;sin
96;11/5/2018;08:29:12;PM;748,01;1,764;sin
96;11/5/2018;09:29:12;PM;747,91;1,656;sin
96;11/5/2018;10:29:12;PM;748,16;1,656;sin
96;11/5/2018;11:29:12;PM;748,14;1,548;sin
96;12/5/2018;12:29:12;AM;748,07;1,656;sin
96;12/5/2018;01:29:12;AM;748,32;1,656;sin
96;12/5/2018;02:29:12;AM;748,41;1,764;sin
96;12/5/2018;03:29:12;AM;748,25;1,764;sin
96;12/5/2018;04:29:12;AM;748,33;1,764;sin
96;12/5/2018;05:29:12;AM;748,16;1,764;sin
96;12/5/2018;06:29:12;AM;748,16;1,764;sin
96;12/5/2018;07:29:12;AM;748,25;1,764;sin
96;12/5/2018;08:29:12;AM;748,66;1,764;sin
96;12/5/2018;09:29:12;AM;748,49;1,764;sin
96;12/5/2018;10:29:12;AM;748,74;1,764;sin
